id,name,name_en,slug,type,region,governorate_id,governorate,parent_id,inside_city_id,inside_city,latitude,longitude,coordinate_quality,delivery_fee,standard_delivery_fee,express_delivery_fee,free_delivery_over,active,source_note
1152,بروقين,Bruqin,bruqin,town,west_bank,6,سلفيت,,,,32.026601,35.12958,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1153,حارس,Haris,haris,village,west_bank,6,سلفيت,,,,32.111813,35.338368,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1154,مردا,Marda,marda,village,west_bank,6,سلفيت,,,,32.094227,35.117328,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1155,ياسوف,Yasuf,yasuf,village,west_bank,6,سلفيت,,,,32.016736,35.233833,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1156,اسكاكا,Iskaka,iskaka,village,west_bank,6,سلفيت,,,,32.09375,35.18784,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1157,فرخة,Farkha,farkha,village,west_bank,6,سلفيت,,,,32.056447,35.106113,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1158,كفر الديك,Kafr ad Dik,kafr-ad-dik,town,west_bank,6,سلفيت,,,,32.062928,35.321229,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1159,سرطة,Sarta,sarta,village,west_bank,6,سلفيت,,,,32.099706,35.154807,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1160,رافات,Rafat,rafat,village,west_bank,6,سلفيت,,,,32.023819,35.16677,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1161,قيرة,Qira,qira,village,west_bank,6,سلفيت,,,,32.137496,35.304019,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1162,مسحة,Mas-ha,mas-ha,village,west_bank,6,سلفيت,,,,32.081393,35.118652,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1163,دير استيا,Deir Istiya,deir-istiya,town,west_bank,6,سلفيت,,,,32.033216,35.265491,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1164,زيتا جماعين,Zeita Jammaein,zeita-jammaein,village,west_bank,6,سلفيت,,,,32.090878,35.179084,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1165,عمورية,Ammuriya,ammuriya,village,west_bank,6,سلفيت,,,,32.046638,35.129389,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1166,رام الله,Ramallah,ramallah,city,west_bank,7,رام الله والبيرة,,,,31.9,35.2,governorate_center,15,15,25,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1167,البيرة,Al-Bireh,al-bireh,city,west_bank,7,رام الله والبيرة,,,,31.826911,35.211664,approximate_generated,15,15,25,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1168,بيتونيا,Beitunia,beitunia,city,west_bank,7,رام الله والبيرة,,,,31.914229,35.219835,approximate_generated,15,15,25,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1169,بيرزيت,Birzeit,birzeit,town,west_bank,7,رام الله والبيرة,,,,31.891205,35.109604,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1170,سلواد,Silwad,silwad,town,west_bank,7,رام الله والبيرة,,,,31.855426,35.327409,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1171,سنجل,Sinjil,sinjil,town,west_bank,7,رام الله والبيرة,,,,31.926663,35.186967,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1172,ترمسعيا,Turmus Ayya,turmus-ayya,town,west_bank,7,رام الله والبيرة,,,,31.846601,35.14958,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1173,بيت ريما,Beit Rima,beit-rima,town,west_bank,7,رام الله والبيرة,,,,31.931813,35.358368,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1174,دير دبوان,Deir Dibwan,deir-dibwan,town,west_bank,7,رام الله والبيرة,,,,31.914227,35.137328,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1175,عابود,Aboud,aboud,town,west_bank,7,رام الله والبيرة,,,,31.836736,35.253833,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1176,دير غسانة,Deir Ghassana,deir-ghassana,village,west_bank,7,رام الله والبيرة,,,,31.91375,35.20784,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1177,كوبر,Kobar,kobar,village,west_bank,7,رام الله والبيرة,,,,31.876447,35.126113,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1178,أبو قش,Abu Qash,abu-qash,village,west_bank,7,رام الله والبيرة,,,,31.882928,35.341229,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1179,عين يبرود,Ein Yabrud,ein-yabrud,village,west_bank,7,رام الله والبيرة,,,,31.919706,35.174807,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1180,الطيبة,At Tayba,at-tayba,village,west_bank,7,رام الله والبيرة,,,,31.843819,35.18677,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1181,المزرعة الشرقية,Al Mazraa ash Sharqiya,al-mazraa-ash-sharqiya,village,west_bank,7,رام الله والبيرة,,,,31.957496,35.324019,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1182,جفنا,Jifna,jifna,village,west_bank,7,رام الله والبيرة,,,,31.901393,35.138652,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1183,عين سينيا,Ein Siniya,ein-siniya,village,west_bank,7,رام الله والبيرة,,,,31.853216,35.285491,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1184,يبرود,Yabrud,yabrud,village,west_bank,7,رام الله والبيرة,,,,31.910878,35.199084,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1185,دورا القرع,Dura al Qar,dura-al-qar,village,west_bank,7,رام الله والبيرة,,,,31.866638,35.149389,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1186,مخماس,Mikhmas,mikhmas,village,west_bank,7,رام الله والبيرة,,,,31.910142,35.336964,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1187,برقة,Burqa,burqa,village,west_bank,7,رام الله والبيرة,,,,31.911747,35.169298,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1188,كفر مالك,Kafr Malik,kafr-malik,village,west_bank,7,رام الله والبيرة,,,,31.848167,35.221211,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1189,المغير,Al Mughayyir,al-mughayyir,village,west_bank,7,رام الله والبيرة,,,,31.974353,35.277447,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1190,دير جرير,Deir Jarir,deir-jarir,village,west_bank,7,رام الله والبيرة,,,,31.890803,35.147604,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1191,رمون,Ramon,ramon,village,west_bank,7,رام الله والبيرة,,,,31.873662,35.303675,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1192,بيت عور التحتا,Beit Ur at Tahta,beit-ur-at-tahta,village,west_bank,7,رام الله والبيرة,,,,31.987972,35.133039,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1193,بيت عور الفوقا,Beit Ur al Fauqa,beit-ur-al-fauqa,village,west_bank,7,رام الله والبيرة,,,,31.862425,35.175436,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1194,صفا,Saffa,saffa,village,west_bank,7,رام الله والبيرة,,,,31.933732,35.316661,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1195,بلعين,Bilin,bilin,village,west_bank,7,رام الله والبيرة,,,,31.904344,35.170023,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1196,نعلين,Nilin,nilin,town,west_bank,7,رام الله والبيرة,,,,31.858275,35.248793,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1197,شقبا,Shuqba,shuqba,village,west_bank,7,رام الله والبيرة,,,,31.980985,35.225285,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1198,رنتيس,Rantis,rantis,village,west_bank,7,رام الله والبيرة,,,,31.88363,35.16158,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1199,دير أبو مشعل,Deir Abu Mashal,deir-abu-mashal,village,west_bank,7,رام الله والبيرة,,,,31.895113,35.307433,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1200,عجول,Ajjul,ajjul,village,west_bank,7,رام الله والبيرة,,,,31.967415,35.086576,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1201,عطارة,Atara,atara,village,west_bank,7,رام الله والبيرة,,,,31.86359,35.200333,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1202,أم صفا,Umm Safa,umm-safa,village,west_bank,7,رام الله والبيرة,,,,31.95109,35.28424,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1203,النبي صالح,An Nabi Salih,an-nabi-salih,village,west_bank,7,رام الله والبيرة,,,,31.898749,35.175505,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1204,دير نظام,Deir Nidham,deir-nidham,village,west_bank,7,رام الله والبيرة,,,,31.872142,35.26676,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1205,عبوين,Abwein,abwein,village,west_bank,7,رام الله والبيرة,,,,31.977378,35.174382,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1206,عارورة,Arura,arura,village,west_bank,7,رام الله والبيرة,,,,31.880354,35.17753,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1207,جلجليا,Jiljilya,jiljilya,village,west_bank,7,رام الله والبيرة,,,,31.91475,35.297789,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1208,مزارع النوباني,Mazari an Nubani,mazari-an-nubani,village,west_bank,7,رام الله والبيرة,,,,31.940315,35.057103,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1209,قراوة بني زيد,Qarawat Bani Zeid,qarawat-bani-zeid,town,west_bank,7,رام الله والبيرة,,,,31.869163,35.220798,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1210,دير السودان,Deir as Sudan,deir-as-sudan,village,west_bank,7,رام الله والبيرة,,,,31.960624,35.244848,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1211,كفر عين,Kafr Ein,kafr-ein,village,west_bank,7,رام الله والبيرة,,,,31.895711,35.183555,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1212,دير عمار,Deir Ammar,deir-ammar,camp,west_bank,7,رام الله والبيرة,,,,31.887466,35.273969,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1213,الجلزون,Al Jalazun Camp,al-jalazun-camp,camp,west_bank,7,رام الله والبيرة,,,,31.964811,35.130909,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1214,الأمعري,Al Amari Camp,al-amari-camp,camp,west_bank,7,رام الله والبيرة,,,,31.880748,35.192491,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1215,قدورة,Qaddura Camp,qaddura-camp,camp,west_bank,7,رام الله والبيرة,,,,31.930267,35.277437,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1216,أريحا,Jericho,jericho,city,west_bank,8,أريحا والأغوار,,,,31.86,35.46,governorate_center,15,15,25,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1217,العوجا,Al Auja,al-auja,town,west_bank,8,أريحا والأغوار,,,,31.757675,35.476329,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1218,النويعمة,An Nuweima,an-nuweima,village,west_bank,8,أريحا والأغوار,,,,31.879921,35.487769,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1219,الديوك,Ad Duyuk,ad-duyuk,village,west_bank,8,أريحا والأغوار,,,,31.847687,35.333445,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1220,عين الديوك,Ein ad Duyuk,ein-ad-duyuk,village,west_bank,8,أريحا والأغوار,,,,31.797597,35.638372,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1221,فصايل,Fasayil,fasayil,village,west_bank,8,أريحا والأغوار,,,,31.897329,35.441753,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1222,مرج نعجة,Marj Naja,marj-naja,village,west_bank,8,أريحا والأغوار,,,,31.785242,35.389411,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1223,الزبيدات,Az Zubeidat,az-zubeidat,village,west_bank,8,أريحا والأغوار,,,,31.904538,35.681715,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1224,الجفتلك,Al Jiftlik,al-jiftlik,village,west_bank,8,أريحا والأغوار,,,,31.879918,35.37226,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1225,بردلة الأغوار,Bardala Al Aghwar,bardala-al-aghwar,village,west_bank,8,أريحا والأغوار,,,,31.77143,35.535366,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1226,النبي موسى,An Nabi Musa,an-nabi-musa,village,west_bank,8,أريحا والأغوار,,,,31.87925,35.470976,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1227,عقبة جبر,Aqabat Jabr Camp,aqabat-jabr-camp,camp,west_bank,8,أريحا والأغوار,,,,31.827026,35.356558,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1228,عين السلطان,Ein as Sultan Camp,ein-as-sultan-camp,camp,west_bank,8,أريحا والأغوار,,,,31.836099,35.657721,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1229,القدس,Jerusalem,jerusalem,city,jerusalem,9,القدس,,,,31.78,35.22,governorate_center,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1230,بيت حنينا,Beit Hanina,beit-hanina,neighborhood,jerusalem,9,القدس,,,,31.706911,35.231664,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1231,شعفاط,Shuafat,shuafat,neighborhood,jerusalem,9,القدس,,,,31.794229,35.239835,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1232,مخيم شعفاط,Shuafat Camp,shuafat-camp,camp,jerusalem,9,القدس,,,,31.771205,35.129604,approximate_generated,25,25,35,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1233,العيسوية,Al Isawiya,al-isawiya,neighborhood,jerusalem,9,القدس,,,,31.735426,35.347409,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1234,الطور,At Tur,at-tur,neighborhood,jerusalem,9,القدس,,,,31.806663,35.206967,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1235,وادي الجوز,Wadi al Joz,wadi-al-joz,neighborhood,jerusalem,9,القدس,,,,31.726601,35.16958,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1236,الشيخ جراح,Sheikh Jarrah,sheikh-jarrah,neighborhood,jerusalem,9,القدس,,,,31.811813,35.378368,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1237,باب الساهرة,Herod Gate Area,herod-gate-area,neighborhood,jerusalem,9,القدس,,,,31.794227,35.157328,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1238,البلدة القديمة,Old City,old-city,neighborhood,jerusalem,9,القدس,,,,31.716736,35.273833,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1239,سلوان,Silwan,silwan,neighborhood,jerusalem,9,القدس,,,,31.79375,35.22784,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1240,الثوري,Ath Thuri,ath-thuri,neighborhood,jerusalem,9,القدس,,,,31.756447,35.146113,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1241,جبل المكبر,Jabal al Mukabber,jabal-al-mukabber,neighborhood,jerusalem,9,القدس,,,,31.762928,35.361229,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1242,صور باهر,Sur Baher,sur-baher,neighborhood,jerusalem,9,القدس,,,,31.799706,35.194807,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1243,أم طوبا,Umm Tuba,umm-tuba,neighborhood,jerusalem,9,القدس,,,,31.723819,35.20677,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1244,بيت صفافا,Beit Safafa,beit-safafa,neighborhood,jerusalem,9,القدس,,,,31.837496,35.344019,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1245,شرفات,Sharafat,sharafat,neighborhood,jerusalem,9,القدس,,,,31.781393,35.158652,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1246,العيسوية الشرقية,East Isawiya,east-isawiya,neighborhood,jerusalem,9,القدس,,,,31.733216,35.305491,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1247,كفر عقب,Kafr Aqab,kafr-aqab,neighborhood,jerusalem,9,القدس,,,,31.790878,35.219084,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1248,قلنديا,Qalandiya,qalandiya,town,jerusalem,9,القدس,,,,31.746638,35.169389,approximate_generated,25,25,35,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1249,الرام,Ar Ram,ar-ram,town,jerusalem,9,القدس,,,,31.790142,35.356964,approximate_generated,25,25,35,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1250,العيزرية,Al Eizariya,al-eizariya,town,jerusalem,9,القدس,,,,31.791747,35.189298,approximate_generated,25,25,35,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1251,أبو ديس,Abu Dis,abu-dis,town,jerusalem,9,القدس,,,,31.728167,35.241211,approximate_generated,25,25,35,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1252,السواحرة الشرقية,As Sawahira ash Sharqiya,as-sawahira-ash-sharqiya,town,jerusalem,9,القدس,,,,31.854353,35.297447,approximate_generated,25,25,35,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1253,حزما,Hizma,hizma,town,jerusalem,9,القدس,,,,31.770803,35.167604,approximate_generated,25,25,35,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1254,عناتا,Anata,anata,town,jerusalem,9,القدس,,,,31.753662,35.323675,approximate_generated,25,25,35,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1255,بدو,Biddu,biddu,town,jerusalem,9,القدس,,,,31.867972,35.153039,approximate_generated,25,25,35,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1256,قطنة,Qatanna,qatanna,village,jerusalem,9,القدس,,,,31.742425,35.195436,approximate_generated,28,28,38,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1257,بيت سوريك,Beit Surik,beit-surik,village,jerusalem,9,القدس,,,,31.813732,35.336661,approximate_generated,28,28,38,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1258,بيت إكسا,Beit Iksa,beit-iksa,village,jerusalem,9,القدس,,,,31.784344,35.190023,approximate_generated,28,28,38,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1259,الجيب,Al Jib,al-jib,village,jerusalem,9,القدس,,,,31.738275,35.268793,approximate_generated,28,28,38,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1260,بير نبالا,Bir Nabala,bir-nabala,village,jerusalem,9,القدس,,,,31.860985,35.245285,approximate_generated,28,28,38,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1261,الجديرة,Al Judeira,al-judeira,village,jerusalem,9,القدس,,,,31.76363,35.18158,approximate_generated,28,28,38,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1262,بيت دقو,Beit Duqqu,beit-duqqu,village,jerusalem,9,القدس,,,,31.775113,35.327433,approximate_generated,28,28,38,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1263,بيت عنان,Beit Anan,beit-anan,village,jerusalem,9,القدس,,,,31.847415,35.106576,approximate_generated,28,28,38,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1264,القبيبة,Al Qubeiba,al-qubeiba,village,jerusalem,9,القدس,,,,31.74359,35.220333,approximate_generated,28,28,38,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1265,رافات القدس,Rafat Jerusalem,rafat-jerusalem,village,jerusalem,9,القدس,,,,31.83109,35.30424,approximate_generated,28,28,38,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1266,بيت لحم,Bethlehem,bethlehem,city,west_bank,10,بيت لحم,,,,31.7,35.2,governorate_center,15,15,25,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1267,بيت جالا,Beit Jala,beit-jala,city,west_bank,10,بيت لحم,,,,31.626911,35.211664,approximate_generated,15,15,25,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1268,بيت ساحور,Beit Sahour,beit-sahour,city,west_bank,10,بيت لحم,,,,31.714229,35.219835,approximate_generated,15,15,25,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1269,الخضر,Al Khader,al-khader,town,west_bank,10,بيت لحم,,,,31.691205,35.109604,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1270,الدوحة,Ad Doha,ad-doha,city,west_bank,10,بيت لحم,,,,31.655426,35.327409,approximate_generated,15,15,25,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1271,تقوع,Tuqu,tuqu,town,west_bank,10,بيت لحم,,,,31.726663,35.186967,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1272,العبيدية,Al Ubeidiya,al-ubeidiya,town,west_bank,10,بيت لحم,,,,31.646601,35.14958,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1273,زعترة,Zaatara,zaatara,village,west_bank,10,بيت لحم,,,,31.731813,35.358368,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1274,بيت فجار,Beit Fajjar,beit-fajjar,town,west_bank,10,بيت لحم,,,,31.714227,35.137328,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1275,نحالين,Nahalin,nahalin,town,west_bank,10,بيت لحم,,,,31.636736,35.253833,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1276,حوسان,Husan,husan,village,west_bank,10,بيت لحم,,,,31.71375,35.20784,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1277,بتير,Battir,battir,village,west_bank,10,بيت لحم,,,,31.676447,35.126113,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1278,وادي فوكين,Wadi Fukin,wadi-fukin,village,west_bank,10,بيت لحم,,,,31.682928,35.341229,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1279,الولجة,Al Walaja,al-walaja,village,west_bank,10,بيت لحم,,,,31.719706,35.174807,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1280,الخاص,Al Khas,al-khas,village,west_bank,10,بيت لحم,,,,31.643819,35.18677,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1281,النعمان,An Numan,an-numan,village,west_bank,10,بيت لحم,,,,31.757496,35.324019,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1282,دار صلاح,Dar Salah,dar-salah,village,west_bank,10,بيت لحم,,,,31.701393,35.138652,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1283,الشواورة,Ash Shawawra,ash-shawawra,village,west_bank,10,بيت لحم,,,,31.653216,35.285491,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1284,رخمة,Rakhma,rakhma,village,west_bank,10,بيت لحم,,,,31.710878,35.199084,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1285,جناتة,Janata,janata,village,west_bank,10,بيت لحم,,,,31.666638,35.149389,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1286,مراح رباح,Marah Rabah,marah-rabah,village,west_bank,10,بيت لحم,,,,31.710142,35.336964,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1287,أم سلمونة,Umm Salamuna,umm-salamuna,village,west_bank,10,بيت لحم,,,,31.711747,35.169298,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1288,جورة الشمعة,Jurat ash Shamaa,jurat-ash-shamaa,village,west_bank,10,بيت لحم,,,,31.648167,35.221211,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1289,المعصرة,Al Masara,al-masara,village,west_bank,10,بيت لحم,,,,31.774353,35.277447,approximate_generated,23,23,33,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1290,مخيم عايدة,Aida Camp,aida-camp,camp,west_bank,10,بيت لحم,,,,31.690803,35.147604,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1291,مخيم الدهيشة,Dheisheh Camp,dheisheh-camp,camp,west_bank,10,بيت لحم,,,,31.673662,35.303675,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1292,مخيم العزة,Al Azza Camp,al-azza-camp,camp,west_bank,10,بيت لحم,,,,31.787972,35.133039,approximate_generated,20,20,30,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1293,الخليل,Hebron,hebron,city,west_bank,11,الخليل,,,,31.53,35.09,governorate_center,15,15,25,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1294,يطا,Yatta,yatta,city,west_bank,11,الخليل,,,,31.456911,35.101664,approximate_generated,15,15,25,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1295,دورا,Dura,dura,city,west_bank,11,الخليل,,,,31.544229,35.109835,approximate_generated,15,15,25,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
1296,الظاهرية,Adh Dhahiriya,adh-dhahiriya,city,west_bank,11,الخليل,,,,31.521205,34.999604,approximate_generated,15,15,25,300,True,Names compiled from common locality lists; coordinates and fees require field validation.
